word,freq
excellent,4
My,60
lemon,2
braless,4
veyr,1
counter,4
shall,6
Bring,1
velvety,2
4115,1
call,9
function,9
slide,9
fe,2
skill,1
106,4
vineyard,1
114,6
redhead,3
ft,14
asap,3
brass,4
boston,5
elongating,1
intend,2
bf,1
topper,16
reminder,1
2001,1
44,15
gotten,7
itch,8
12p,3
rib,27
cage,17
36dds,2
snugger,5
From,6
recreation,1
yo,7
episode,1
reach,3
ageless,1
ding,1
annoying,1
frill,3
powder,4
award,3
ceremony,4
setting,12
underarms,1
Pictures,2
lighting,2
deletta,7
px,12
In,18
agreement,1
necklac,1
burlap,1
modal,4
versatility,36
exci,1
brightness,4
othe,1
entry,1
shy,4
start,9
school,20
xsmall,16
slot,1
146lbs,3
maeve,48
account,4
let,18
flounce,11
How,4
together,2
jewel,10
regardless,11
shrinkage,11
temp,16
sweatpants,3
toward,15
116bs,1
navel,3
perf,1
claw,3
arbor,1
cinch,8
sleep,11
watercolor,7
crossover,3
owner,2
screen,8
creme,5
windowpane,5
bomb,3
spaghetti,4
lends,2
keep,16
heaven,6
jammies,4
95,9
xxsmall,3
seaming,6
eight,4
twill,3
split,11
On,4
instruction,8
handful,2
scratchy,8
All,5
crimson,5
brick,5
adventure,2
High,3
Pretty,9
73,1
grandmother,2
wireless,1
none,12
nonsense,1
painting,4
elouise,1
rounder,2
backside,12
shawl,7
vintagey,1
running,1
Loved,10
race,4
track,2
saratoga,1
finding,4
gravitate,1
oxford,2
hat,18
petit,4
stout,1
lait,1
Retailer,8
luxury,3
pj,14
ideal,4
fla,1
church,14
nude,19
Ok,10
refernce,1
forgot,1
washer,6
manufacturer,5
recommendation,8
summe,2
polo,1
cleaning,11
Cool,3
lay,21
par,3
spin,4
34g,2
pizzazz,4
hepburn,2
chesty,4
ticket,5
crease,5
sometimes,5
ju,1
toddler,1
built,3
chevron,4
wrappi,1
slipper,1
dallas,3
conscious,1
prone,6
rubber,2
Did,2
forever,7
co,9
transform,1
test,4
adult,4
derriere,1
movability,1
integrity,2
fabri,2
gear,1
contrast,46
sofa,2
movie,7
Non,1
plane,10
grandma,5
move,13
widelegs,1
francisco,3
interpretation,1
peplm,1
indigo,7
england,7
roomier,1
roominess,3
feather,4
poster,4
holey,1
personality,13
standard,6
cutest,5
melita,1
jut,1
No,3
ironing,7
pu,4
lattice,3
115llbs,1
wasit,3
car,6
afternoon,11
0petite,4
cat,12
drawback,19
essence,2
letter,3
caught,8
Haven,2
embroi,1
ligher,1
heals,14
wiggle,7
kelly,1
n,12
sie,1
htough,1
layering,20
meant,12
silvery,6
pdx,1
honey,12
member,6
converse,3
irl,9
offering,6
Thank,7
sea,10
crime,1
13,1
niece,3
exam,1
stet,6
trimmer,1
decade,1
unworn,1
wonderful,14
abby,3
146,3
129,2
Beautifully,5
rosie,2
neira,3
24p,4
forget,2
workplace,3
mara,8
flight,5
azure,1
hoffman,7
crew,6
mn,2
present,3
lighter,18
withou,1
athleisure,2
97,3
78,3
144lbs,1
pack,5
hottest,1
awkward,6
peite,1
winnrer,1
midsection,17
red,12
drying,2
31st,1
Grabbed,3
Once,3
kept,3
dish,2
thru,19
quarter,13
nature,18
gathering,9
van,3
sandles,3
runway,3
staring,1
word,26
linin,2
dressey,1
waiste,1
al,4
pulling,6
closest,1
17,5
Tried,19
terra,1
max,1
ddd,7
midwest,3
4ft,4
imagination,1
retro,19
appear,4
pxxs,3
100lbs,6
shortening,1
wouldnt,2
underpinnings,1
123lbs,6
slept,2
creation,4
fold,12
score,7
biggie,4
somewhat,2
5lbs,1
haha,6
hybrid,1
hotter,1
soooooo,1
sport,12
strappiness,1
sick,3
neon,2
arcata,1
patchwork,5
128lb,1
beneath,7
Kind,2
Lush,1
Quality,5
message,1
font,1
hawai,1
fashion,33
daily,1
cl,1
Dress,13
